Key,Recruitment,PlayerSport,RecruitState,Institution,LockPrediction,RecruitsInterest,PrimaryCoach,SecondaryCoach,KeeperCoach,InstitutionsInterest,Position,PositionGroup,Platoon,Offered,GrayShirt,WalkOn,OfficialVisit,SecondOfficialVisit,SoftCommit,HardCommit,SigningDate,EnrollmentDate,Decommit,HighestRecruitInterestEvent,CommitStatus,DefaultName
748661,145747,273106,9,24099,False,Cool,,,,ScoutLook,60,5,2,True,False,False,,,,,,,,,Cool,Zina Umeozulu via Florida
803769,144962,272030,3,24099,False,Cool,,,,ScoutLook,26,8,3,True,False,False,,,,,,,,,Cool,KingJoseph Edwards via Florida
808921,143405,269615,44,24099,False,Warmer,1701.0,,,HighChoice,60,5,2,True,False,False,,,,,,,,,Warmer,Adarius Hayes via Florida
778793,152709,285036,44,24099,False,Warm,939.0,1701.0,,Interested,25,7,2,True,False,False,,,,,,,,,Warm,Jaylen Heyward via Florida
748951,147443,275654,2,24099,False,None,,,,NotApplicable,26,8,3,True,False,False,,,,,,,,,None,Demarcus Riddick via Florida
739452,145740,273097,6,24099,False,Cool,3581.0,,,HighChoice,16,4,1,True,False,False,,,,,,,,,Cool,Kam Pringle via Florida
778796,151763,283758,3,24099,True,Favorite,3755.0,4546.0,,TopTarget,59,6,2,True,False,False,,,,358191.0,,,,358191.0,Committed,Myles Graham via Florida
750048,142121,266687,3,24099,False,Cool,,,,HighChoice,14,3,1,True,False,False,,,,,,,,,Cool,Zion Ragins via Florida
744573,141003,264062,3,24099,False,Cool,,,,ScoutLook,16,4,1,True,False,False,,,,,,,,,Cool,Daniel Calhoun via Florida
808931,151512,283405,8,24099,False,Cool,,,,ScoutLook,58,4,1,True,False,False,,,,,,,,,Cool,Donovan Harbour via Florida
796614,142659,268148,3,24099,False,Cool,,,,ScoutLook,61,5,2,True,False,False,,,,,,,,,Cool,Hevin Brown-Shuler via Florida
741556,143610,293765,44,24099,False,Cool,,,,ScoutLook,16,4,1,True,False,False,,,,,,,,,Cool,Jimothy Lewis via Florida
807425,141535,292540,11,24099,False,None,,,,NotApplicable,12,2,1,True,False,False,,,,,,,,,None,Tovani Mizell via Florida
808928,150661,282058,24,24099,False,Cool,4824.0,3581.0,,Interested,16,4,1,True,False,False,,,,,,,,,Cool,Brandon Baker via Florida
788427,152049,284128,11,24099,False,Cool,,,,HighChoice,59,6,2,True,False,False,,,,,,,,,Cool,Aaron Chiles via Florida
783813,154274,287382,3,24099,False,None,,,,NotApplicable,14,3,1,True,False,False,,,,,,,,,None,Ny Carr via Florida
738931,143416,294318,44,24099,False,Cool,,,,ScoutLook,12,2,1,True,False,False,,,,,,,,,Cool,Stacy Gage via Florida
808945,145761,273120,6,24099,False,Cool,,,,Interested,16,4,1,True,False,False,,,,,,,,,Cool,Josiah Thompson via Florida
799049,145715,297811,44,24099,False,None,,,,ScoutLook,25,7,2,True,False,False,,,,,,,,,None,Jordan Pride via Florida
805098,150473,281584,19,24099,False,Cool,,,,ScoutLook,59,6,2,True,False,False,,,,,,,,,Cool,Kristopher Jones via Florida
803352,148585,277490,44,24099,False,Cool,,,,ScoutLook,14,3,1,True,False,False,,,,,,,,,Cool,James Randle via Florida
808930,147025,274674,24,24099,False,Cool,,,,Interested,58,4,1,True,False,False,,,,,,,,,Cool,DeAndre Carter via Florida
747591,144087,270513,44,24099,False,Cool,,,,Interested,14,3,1,True,False,False,,,,,,,,,Cool,Bredell Richardson via Florida
809042,151734,283723,20,24099,False,Cool,,,,Interested,58,4,1,True,False,False,,,,,,,,,Cool,Liam Andrews via Florida
802812,148738,277716,3,24099,False,Cool,,,,ScoutLook,57,1,1,True,False,False,,,,,,,,,Cool,Jake Merklinger via Florida
733345,147307,275130,44,24099,False,None,939.0,,,NotApplicable,24,7,2,True,False,False,,,,,,,,,None,Antione Jackson via Florida
801673,155228,288593,18,24099,False,Cool,4546.0,,,Interested,15,3,1,True,False,False,,,,,,,,,Cool,Christian Bentancur via Florida
743811,147098,274799,44,24099,False,Cool,1973.0,1057.0,,HighChoice,12,2,1,True,False,False,,,,,,,,,Cool,Anthony Carrie via Florida
808367,154255,287360,9,24099,False,Cool,3581.0,4824.0,,ScoutLook,16,4,1,True,False,False,,,,,,,,,Cool,Michael Uini via Florida
757246,147108,298008,3,24099,False,None,,,,NotApplicable,26,8,3,True,False,False,,,,,,,,,None,Joseph Stone via Florida
735340,145189,272442,3,24099,False,Cool,,,,ScoutLook,21,5,2,True,False,False,,,,,,,,,Cool,Omar White via Florida
801888,153110,285806,23,24099,False,Cool,,,,Interested,61,5,2,True,False,False,,,,,,,,,Cool,Jordan Thomas via Florida
804243,154386,287504,3,24099,False,Cool,4546.0,,,TopTarget,15,3,1,True,False,False,,,,,,,,,Cool,Walter Matthews via Florida
813591,154707,287930,2,24099,False,Cool,1057.0,,,Interested,61,5,2,True,False,False,,,,,,,,,Cool,Jeremiah Beaman via Florida
737449,141879,265831,9,24099,False,Cool,,,,ScoutLook,25,7,2,True,False,False,,,,,,,,,Cool,Jaydan Hardy via Florida
747584,146873,274435,44,24099,False,Cool,3746.0,,,ScoutLook,25,7,2,True,False,False,,,,,,,,,Cool,Tavoy Feagin via Florida
728613,146311,273760,44,24099,False,Cool,303.0,,,TopTarget,16,4,1,True,False,False,,,,,,,,,Cool,Eddy Pierre-Louis via Florida
805484,152019,284093,3,24099,False,Cool,4546.0,,,Interested,15,3,1,True,False,False,,,,,,,,,Cool,Michael Smith via Florida
756380,148580,277485,13,24099,False,None,418.0,,,NotApplicable,15,3,1,True,False,False,,,,,,,,,None,Jack Larsen via Florida
738102,143734,270035,44,24099,False,Cool,,,,ScoutLook,14,3,1,True,False,False,,,,,,,,,Cool,Zycarl Lewis via Florida
805683,149078,278145,36,24099,False,Cool,,,,Interested,57,1,1,True,False,False,,,,,,,,,Cool,Walker White via Florida
812689,152914,285480,44,24099,False,None,939.0,,,Interested,24,7,2,True,False,False,,,,,,,,,None,Jamari Howard via Florida
741522,144009,270376,35,24099,False,None,113.0,,,NotApplicable,24,7,2,True,False,False,,,,,,,,,None,Kaleb Beasley via Florida
811290,149913,280127,14,24099,False,None,4546.0,,,HighChoice,15,3,1,True,False,False,,,,,,,,,None,Tayvion Galloway via Florida
801477,149895,280102,37,24099,False,Cool,,,,Interested,26,8,3,True,False,False,,,,,,,,,Cool,Aneyas Williams via Florida
804605,146723,279198,3,24099,False,Cool,,,,ScoutLook,26,8,3,True,False,False,,,,,,,,,Cool,Kylan Fox via Florida
737245,140137,297141,44,24099,False,None,,,,NotApplicable,9,1,1,True,False,False,,,,,,,,,None,Adrian Posse via Florida
739922,148409,277217,44,24099,False,Cool,186.0,,,HighChoice,61,5,2,True,False,False,,,,,,,,,Cool,D'antre Robinson via Florida
813381,147458,275673,19,24099,False,Cool,3581.0,,,Interested,16,4,1,True,False,False,,,,,,,,,Cool,Fletcher Westphal via Florida
750352,146495,273964,44,24099,False,None,,,,NotApplicable,12,2,1,True,False,False,,,,,,,,,None,Isaac Brown via Florida
756841,151560,283482,2,24099,False,Cool,,,,ScoutLook,57,1,1,True,False,False,,,,,,,,,Cool,Josh Flowers via Florida
761929,152551,292438,44,24099,False,Cool,,,,HighChoice,24,7,2,True,False,False,,,,,,,,,Cool,Brayshon Williams via Florida
801735,150469,281510,18,24099,False,Cool,4546.0,,,Interested,15,3,1,True,False,False,,,,,,,,,Cool,Grant Stec via Florida
747374,143775,270086,44,24099,False,Cool,,,,ScoutLook,26,8,3,True,False,False,,,,,,,,,Cool,Fred Gaskin III via Florida
735253,142856,268442,19,24099,False,Cool,,,,ScoutLook,16,4,1,True,False,False,,,,,,,,,Cool,Cam'Ron Warren via Florida
805496,144586,271386,16,24099,False,Cool,,,,ScoutLook,15,3,1,True,False,False,,,,,,,,,Cool,Hogan Hansen via Florida
803779,144844,271817,3,24099,False,Cool,,,,ScoutLook,25,7,2,True,False,False,,,,,,,,,Cool,Tyshun White via Florida
750571,143107,269006,9,24099,False,Cool,,,,ScoutLook,57,1,1,True,False,False,,,,,,,,,Cool,Mabrey Mettauer via Florida
750532,142473,267849,3,24099,False,Cool,,,,ScoutLook,14,3,1,True,False,False,,,,,,,,,Cool,Debron Gatling via Florida
807119,143766,270077,44,24099,True,Favorite,1973.0,,,Interested,12,2,1,True,False,False,,,,359329.0,,,,359329.0,Committed,Chauncey Bowens via Florida
808992,144795,271740,9,24099,False,Cool,,,,Interested,16,4,1,True,False,False,,,,,,,,,Cool,Ory Williams via Florida
811334,158645,294138,3,24099,False,Cool,3755.0,3820.0,,Interested,26,8,3,True,False,False,,,,,,,,,Cool,Kamron Mikell via Florida
782133,144199,270686,1,24099,False,Cool,,,,ScoutLook,24,7,2,True,False,False,,,,,,,,,Cool,Kenneth Woseley via Florida
731431,142384,267577,4,24099,False,Cool,,,,HighChoice,24,7,2,True,False,False,,,,,,,,,Cool,Wallace Foster via Florida
751997,144644,271497,3,24099,False,None,,,,NotApplicable,25,7,2,True,False,False,,,,,,,,,None,CJ Heard via Florida
807462,154514,287691,44,24099,False,Cool,,,,ScoutLook,25,7,2,True,False,False,,,,,,,,,Cool,Jarvis Boatwright via Florida
816098,145989,273380,9,24099,False,Cool,,,,ScoutLook,58,4,1,True,False,False,,,,,,,,,Cool,Daniel Cruz via Florida
725926,145860,273229,44,24099,False,Cool,418.0,,,ScoutLook,21,5,2,True,False,False,,,,,,,,,Cool,Dinellson Exume via Florida
802133,151138,282844,44,24099,False,Cool,,,,ScoutLook,61,5,2,True,False,False,,,,,,,,,Cool,Dimitry Nicolas via Florida
800780,141705,285524,44,24099,False,Cool,,,,HighChoice,57,1,1,True,False,False,,,,,,,,,Cool,Davi Belfort via Florida
802782,143770,270081,44,24099,False,Cool,3581.0,4824.0,,Interested,58,4,1,True,False,False,,,,,,,,,Cool,Jake Guarnera via Florida
754849,147617,275903,9,24099,False,Cool,,,,ScoutLook,24,7,2,True,False,False,,,,,,,,,Cool,Rodney Bimage via Florida
803856,156395,290281,3,24099,False,Cool,,,,ScoutLook,16,4,1,True,False,False,,,,,,,,,Cool,Jameson Riggs via Florida
808779,156492,290492,6,24099,False,Cool,3581.0,4824.0,,Interested,16,4,1,True,False,False,,,,,,,,,Cool,Blake Franks via Florida
808599,151324,283081,9,24099,False,Cool,,,,ScoutLook,16,4,1,True,False,False,,,,,,,,,Cool,Ashton Funk via Florida
803356,153463,286306,44,24099,False,Cool,,,,ScoutLook,25,7,2,True,False,False,,,,,,,,,Cool,Zavier Mincey via Florida
803350,153018,285647,44,24099,False,Cool,,,,ScoutLook,61,5,2,True,False,False,,,,,,,,,Cool,LJ McCray via Florida
801491,151071,282719,44,24099,False,Warm,1057.0,1701.0,,Interested,61,5,2,True,False,False,,,,,,,,,Warm,Kendall Jackson via Florida
735335,143796,270107,44,24099,False,Cool,,,,Interested,23,6,2,True,False,False,,,,,,,,,Cool,Vincent Shavers via Florida
803572,147924,276311,3,24099,False,Cool,,,,Interested,57,1,1,True,False,False,,,,,,,,,Cool,Luke Kromenhoek via Florida
799815,156698,290961,35,24099,False,Cool,,,,Interested,16,4,1,True,False,False,,,,,,,,,Cool,Kison Shepard via Florida
745425,149446,292644,35,24099,False,Cool,,,,ScoutLook,61,5,2,True,False,False,,,,,,,,,Cool,Kavion Benton via Florida
816334,156530,290666,24,24099,False,Cool,4546.0,,,Interested,15,3,1,True,False,False,,,,,,,,,Cool,Ryner Swanson via Florida
812334,150053,280388,2,24099,False,Cool,,,,Interested,61,5,2,True,False,False,,,,,,,,,Cool,Malik Blocton via Florida
729844,143531,269773,44,24099,False,Cool,4052.0,,,HighChoice,22,6,2,True,False,False,,,,,,,,,Cool,Timajay Hayes via Florida
739748,148512,277373,44,24099,False,Cool,,,,ScoutLook,12,2,1,True,False,False,,,,,,,,,Cool,Rod Gainey Jr. via Florida
782763,155589,289064,2,24099,False,Cool,,,,Interested,61,5,2,True,False,False,,,,,,,,,Cool,Landen Marshall via Florida
741618,148772,277762,27,24099,False,Cool,,,,ScoutLook,16,4,1,True,False,False,,,,,,,,,Cool,Marice Johnson via Florida
794463,157040,291501,24,24099,False,Cool,,,,ScoutLook,59,6,2,True,False,False,,,,,,,,,Cool,Andre Skelton via Florida
807773,142158,266940,3,24099,False,Cool,,,,ScoutLook,61,5,2,True,False,False,,,,,,,,,Cool,Elyjah Thurmon via Florida
816272,158408,293787,41,24099,False,Cool,,,,ScoutLook,58,4,1,True,False,False,,,,,,,,,Cool,Preston Taumua via Florida
816340,157830,292838,23,24099,False,Cool,3581.0,4824.0,,Interested,16,4,1,True,False,False,,,,,,,,,Cool,Nyier Daniels via Florida
